ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,InvoiceNumber,Reference,InvoiceDate,DueDate,Total,InventoryItemCode,Description,Quantity,UnitAmount,Discount,AccountCode,TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,BrandingTheme
Cardinia Shire Council,,,,,,,,,,JTW101519,,2025-04-08T00:00:00,,1872.2,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101519,,2025-04-08T00:00:00,,1872.2,CARDWBLA5590QAKSC,570 OVAL CYLINDER BILOCK ,8.0,173.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101519,,2025-04-08T00:00:00,,1872.2,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101519,,2025-04-08T00:00:00,,1872.2,CARD - RCUT 5202,CARD - RCUT BI-LOCK,4.0,29.5,0,,GST,0,Job,,,,,
Mater Christi College,,,,,,,,,,JTW101520,,2025-04-08T00:00:00,,1643.87,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Mater Christi College,,,,,,,,,,JTW101520,,2025-04-08T00:00:00,,1643.87,UM350ZRIMB38,"SALTO XS4 Mini Metal Escutcheon for Australian Mortice with Z Handles, HSE, BLE and Mifare DESfire, 8mm Spindle, Stainless Steel Finish with Black Reader, Suit 35-50mm Door.
 Quick View
",1.0,807.48,0,,GST,0,Job,,,,,
Mater Christi College,,,,,,,,,,JTW101520,,2025-04-08T00:00:00,,1643.87,PSPACEOPT0033,Bluenet option per door ,1.0,186.95,0,,GST,0,Job,,,,,
Mater Christi College,,,,,,,,,,JTW101520,,2025-04-08T00:00:00,,1643.87,LAB1,1 HOURS LABOUR,4.0,100.0,0,,GST,0,Job,,,,,
Texco Contracting Pty Ltd ,,,,,,,,,,JTW101521,,2025-04-09T00:00:00,,772.2,ACS50ISO,MIFARE 1k 13.56MHz CARD TSEC,10.0,14.85,0,,GST,0,Job,,,,,
Texco Contracting Pty Ltd ,,,,,,,,,,JTW101521,,2025-04-09T00:00:00,,772.2,PRX-DISC-MF-W,Mifare Prox. Adhes. Disc 25 (W),42.0,14.85,0,,GST,0,Job,,,,,
Texco Contracting Pty Ltd ,,,,,,,,,,JTW101522,,2025-04-09T00:00:00,,93.5,PRX-ISO-CONFIG,Custom Reader Configuration Card ,1.0,93.5,0,,GST,0,Job,,,,,
Statewide Locksmiths,,,,,,,,,,JTW101523,,2025-04-10T00:00:00,,2054.8,AJAX#80002,AJAX#80002 Starter Kit Plus includes 2 pir,1.0,1140.0,0,,GST,0,Job,,,,,
Statewide Locksmiths,,,,,,,,,,JTW101523,,2025-04-10T00:00:00,,2054.8,AJAX#30655,Pir Detector ,3.0,125.0,0,,GST,0,Job,,,,,
Statewide Locksmiths,,,,,,,,,,JTW101523,,2025-04-10T00:00:00,,2054.8,AJAX#30673,StreetSiren DoubleDeck (Black),1.0,230.0,0,,GST,0,Job,,,,,
Statewide Locksmiths,,,,,,,,,,JTW101523,,2025-04-10T00:00:00,,2054.8,AJAX#58469,AJAX KEYPAD TOUCHSCREEN (WHITE),1.0,590.0,0,,GST,0,Job,,,,,
LifeHouse Church Melbourne,,,,,,,,,,JTW101524,,2025-04-10T00:00:00,,1560.13,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
LifeHouse Church Melbourne,,,,,,,,,,JTW101524,,2025-04-10T00:00:00,,1560.13,AM950,"XS4 One S Keypad ANSI escutcheon. 2 Handles, any type. Technology: Mifare, Bluetooth LE + HSE.",1.0,1218.3,0,,GST,0,Job,,,,,
LifeHouse Church Melbourne,,,,,,,,,,JTW101524,,2025-04-10T00:00:00,,1560.13,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101525,,2025-04-10T00:00:00,,217.25,CARD - RCUT 5202,CARD - RCUT BI-LOCK,1.0,29.5,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101525,,2025-04-10T00:00:00,,217.25,CARD - SWBL83/45QAKSC,CARD - SWBL83/45QAKSC PADLOCK ,1.0,168.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101526,,2025-04-10T00:00:00,,1196.18,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101526,,2025-04-10T00:00:00,,1196.18,NBE3130N30CSBD,"SALTO NEO Electronic Euro profile double cylinder Standard cylinder, two knobs",1.0,987.44,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101527,,2025-04-10T00:00:00,,1127.5,SALTO-MAINT,SALTO ESCUTCHEON BATTERY CHANGE AND MAINTENANCE CHECK Nar Nar Goon Pre School/MCHC 000465,1.0,137.5,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101527,,2025-04-10T00:00:00,,1127.5,SALTO-MAINT,SALTO ESCUTCHEON BATTERY CHANGE AND MAINTENANCE CHECK Andrews Kinder 000513,1.0,187.5,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101527,,2025-04-10T00:00:00,,1127.5,SALTO-MAINT,SALTO ESCUTCHEON BATTERY CHANGE AND MAINTENANCE CHECK Emerald - Public Toilets Puffing Billy Place 023609,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101527,,2025-04-10T00:00:00,,1127.5,SALTO-MAINT,SALTO ESCUTCHEON BATTERY CHANGE AND MAINTENANCE CHECK Services Central/Living Learning - External Toilets 024540,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101527,,2025-04-10T00:00:00,,1127.5,SALTO-MAINT,SALTO ESCUTCHEON BATTERY CHANGE AND MAINTENANCE CHECK Garfield Out Door Pool 063338,1.0,137.5,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101527,,2025-04-10T00:00:00,,1127.5,SALTO-MAINT,SALTO ESCUTCHEON BATTERY CHANGE AND MAINTENANCE CHECK Pakenham - Out Door Pool - Staff Room,1.0,162.5,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101527,,2025-04-10T00:00:00,,1127.5,SALTO-MAINT,SALTO ESCUTCHEON BATTERY CHANGE AND MAINTENANCE CHECK Pakenham Shearwater Drive Pavilion 073599,1.0,200.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101528,,2025-04-10T00:00:00,,324.5,CARD - RCUT 5202,CARD - RCUT BI-LOCK,10.0,29.5,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101529,,2025-04-10T00:00:00,,220.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101529,,2025-04-10T00:00:00,,220.0,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
CHRIST CHURCH GRAMMAR SCHOOL,,,,,,,,,,JTW101530,,2025-04-10T00:00:00,,990.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
CHRIST CHURCH GRAMMAR SCHOOL,,,,,,,,,,JTW101530,,2025-04-10T00:00:00,,990.0,LAB1,1 HOURS LABOUR,8.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101531,,2025-04-10T00:00:00,,32.45,CARD - RCUT 5202,CARD - RCUT BI-LOCK,1.0,29.5,0,,GST,0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW101532,,2025-04-10T00:00:00,,495.0,CSV5D2070050,"SALTO Stickers, DESFire 2K in Blank Both Sides and suit SPACE Platform. Pack of 50 units.",1.0,450.0,0,,GST,0,Job,,,,,
Killester College,,,,,,,,,,JTW101533,,2025-04-16T00:00:00,,14721.3,SAMKIT9,SAM Software Kit MIFARE DESFire.  SAM card. To order fill out the SAM REQUEST FORM,1.0,13383.0,0,,GST,0,Job,,,,,
Killester College,,,,,,,,,,JTW101534,,2025-04-24T00:00:00,,17399.97,INSTALL,INSTALLATION ,1.0,15818.15,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101535,,2025-04-24T00:00:00,,158.4,CCTVSIGN,"Surveillance Cameras In Use - Aluminium Composite Sign, 450x300mm",3.0,48.0,0,,GST,0,Job,,,,,
Monterey Secondary College,,,,,,,,,,JTW101536,,2025-04-24T00:00:00,,6576.64,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Monterey Secondary College,,,,,,,,,,JTW101536,,2025-04-24T00:00:00,,6576.64,EM750Z00IMBB65,"SALTO XS4 ONE Escutcheon with Z Handles, HSE, BLE and Mifare DESfire, 7.6mm Spindle, Stainless Steel Finish with Black Reader suit 42-47mm Door, ",4.0,1017.74,0,,GST,0,Job,,,,,
Monterey Secondary College,,,,,,,,,,JTW101536,,2025-04-24T00:00:00,,6576.64,PSPACEOPT0033,Bluenet option per door ,4.0,186.95,0,,GST,0,Job,,,,,
Monterey Secondary College,,,,,,,,,,JTW101536,,2025-04-24T00:00:00,,6576.64,3572SC,LOCKWOOD PRIMARY LOCK 3572 SC,4.0,115.0,0,,GST,0,Job,,,,,
Monterey Secondary College,,,,,,,,,,JTW101536,,2025-04-24T00:00:00,,6576.64,INSTALL,INSTALLATION Freash Fit Mortsie lock and salto lock ,4.0,150.0,0,,GST,0,Job,,,,,
Harkaway Hills College,,,,,,,,,,JTW101537,,2025-04-28T00:00:00,,3676.09,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Harkaway Hills College,,,,,,,,,,JTW101537,,2025-04-28T00:00:00,,3676.09,LAB1,1 HOURS LABOUR,5.0,100.0,0,,GST,0,Job,,,,,
Harkaway Hills College,,,,,,,,,,JTW101537,,2025-04-28T00:00:00,,3676.09,CUC1B0GAU,"SALTO BLUEnet Door Controller, Grey Box",2.0,619.0,0,,GST,0,Job,,,,,
Harkaway Hills College,,,,,,,,,,JTW101537,,2025-04-28T00:00:00,,3676.09,WRDM0M4B,SALTO XS4 Mullion Reader Proximity MIFARE DESFire + Bluetooth LE + HSE in Black,2.0,585.0,0,,GST,0,Job,,,,,
Harkaway Hills College,,,,,,,,,,JTW101537,,2025-04-28T00:00:00,,3676.09,PSPACEOPT0033,Bluenet option per door ,2.0,166.95,0,,GST,0,Job,,,,,
Warrandale Industries Pty Ltd,,,,,,,,,,JTW101538,,2025-04-28T00:00:00,,5820.82,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Warrandale Industries Pty Ltd,,,,,,,,,,JTW101538,,2025-04-28T00:00:00,,5820.82,EM750Z00IMBB65,"SALTO XS4 ONE Escutcheon with Z Handles, HSE, BLE and Mifare DESfire, 7.6mm Spindle, Stainless Steel Finish with Black Reader suit 42-47mm Door, ",5.0,1017.74,0,,GST,0,Job,,,,,
Warrandale Industries Pty Ltd,,,,,,,,,,JTW101538,,2025-04-28T00:00:00,,5820.82,CUC1B0GAU,"SALTO BLUEnet Door Controller, Grey Box",2.0,605.8,0,,GST,0,Job,,,,,
Warrandale Industries Pty Ltd,,,,,,,,,,JTW101538,,2025-04-28T00:00:00,,5820.82,WRDB0E4B,SALTO XS4 2.0 WRD BLE DESfire / MIFARE READER BLK,2.0,570.0,0,,GST,0,Job,,,,,
Warrandale Industries Pty Ltd,,,,,,,,,,JTW101538,,2025-04-28T00:00:00,,5820.82,CS9001,"CS 5 Amp Power Supply, with AC Fail and Battery Low, in Metal Box: 265x195x175mm",1.0,199.0,0,,GST,0,Job,,,,,
Warrandale Industries Pty Ltd,,,,,,,,,,JTW101538,,2025-04-28T00:00:00,,5820.82,CSD-1200,12V 7.0Ah Sealed Lead Acid Battery,1.0,22.0,0,,GST,0,Job,,,,,
Warrandale Industries Pty Ltd,,,,,,,,,,JTW101538,,2025-04-28T00:00:00,,5820.82,UR32SL04AUP,"Milesight UR32 Lite Series 4G Router, PoE, Wi-Fi - UR32S-L04AU-P",1.0,370.0,0,,GST,0,Job,,,,,
Warrandale Industries Pty Ltd,,,,,,,,,,JTW101538,,2025-04-28T00:00:00,,5820.82,DKMS2602SSS,DORMAKABA PRIMARY MORTICE LOCK (MS2600 SERIES),5.0,108.0,0,,GST,0,Job,,,,,
Warrandale Industries Pty Ltd,,,,,,,,,,JTW101538,,2025-04-28T00:00:00,,5820.82,INSTALL,INSTALLATION ,1.0,1800.0,0,,GST,0,Job,,,,,
Warrandale Industries Pty Ltd,,,,,,,,,,JTW101538,,2025-04-28T00:00:00,,5820.82,L547548S,Metlam 200 Series Lock and Indicator Set with Screw Fixings - 200_LOCK_SCP,4.0,28.0,0,,GST,0,Job,,,,,
Saints College,,,,,,,,,,JTW101539,,2025-04-28T00:00:00,,2073.2,SALTO-MAINT,SALTO ESCUTHEON BATTERY CHANGE AND MAINTENACE CHECK WIDE BODY AA,146.0,14.2,0,,GST,0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW101540,,2025-04-28T00:00:00,,220.0,ONS1,STANDARD ONSITE CHARGE,1.0,110.0,0,,GST,0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW101540,,2025-04-28T00:00:00,,220.0,LAB1,1 HOURS LABOUR,1.0,110.0,0,,GST,0,Job,,,,,
Aquinas College,,,,,,,,,,JTW101541,,2025-04-28T00:00:00,,677.6,ONS1,STANDARD ONSITE CHARGE,1.0,110.0,0,,GST,0,Job,,,,,
Aquinas College,,,,,,,,,,JTW101541,,2025-04-28T00:00:00,,677.6,DKMS2602SSS,DORMAKABA PRIMARY MORTICE LOCK (MS2600 SERIES),2.0,118.8,0,,GST,0,Job,,,,,
Aquinas College,,,,,,,,,,JTW101541,,2025-04-28T00:00:00,,677.6,LAB1,1 HOURS LABOUR,3.0,110.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101542,,2025-04-28T00:00:00,,613.8,ONS1,STANDARD ONSITE CHARGE,1.0,110.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101542,,2025-04-28T00:00:00,,613.8,DKMS2602SSS,DORMAKABA PRIMARY MORTICE LOCK (MS2600 SERIES),1.0,118.8,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101542,,2025-04-28T00:00:00,,613.8,LAB1,1 HOURS LABOUR,3.5,110.0,0,,GST,0,Job,,,,,
Saints College,,,,,,,,,,JTW101543,,2025-04-28T00:00:00,,166.0,ONS1,STANDARD ONSITE CHARGE,1.0,110.0,0,,GST,0,Job,,,,,
Saints College,,,,,,,,,,JTW101543,,2025-04-28T00:00:00,,166.0,SALTO-MAINT,SALTO ESCUTCHEON BATTERY CHANGE AND MAINTENANCE CHECK,2.0,28.0,0,,GST,0,Job,,,,,
Saints College,,,,,,,,,,JTW101544,,2025-04-28T00:00:00,,1339.51,ONS1,STANDARD ONSITE CHARGE,1.0,110.0,0,,GST,0,Job,,,,,
Saints College,,,,,,,,,,JTW101544,,2025-04-28T00:00:00,,1339.51,EM750Z00IMBB65,"SALTO XS4 ONE Escutcheon with Z Handles, HSE, BLE and Mifare DESfire, 7.6mm Spindle, Stainless Steel Finish with Black Reader suit 42-47mm Door, ",1.0,1119.51,0,,GST,0,Job,,,,,
Saints College,,,,,,,,,,JTW101544,,2025-04-28T00:00:00,,1339.51,LAB1,1 HOURS LABOUR,1.0,110.0,0,,GST,0,Job,,,,,
Eclat,,,,,,,,,,JTW101545,,2025-04-29T00:00:00,,2132.09,VOUCHKSXXL,SALTO KS Lite Subscription for 800 Users,1.0,2132.09,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101546,,2025-04-30T00:00:00,,3430.58,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101546,,2025-04-30T00:00:00,,3430.58,AJAX#80002,Starter Kit Plus,1.0,955.71,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101546,,2025-04-30T00:00:00,,3430.58,AJAX#30655,MotionProtect (White),4.0,125.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101546,,2025-04-30T00:00:00,,3430.58,AJAXTOUCH,AJAX SCREEN ,1.0,598.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101546,,2025-04-30T00:00:00,,3430.58,AJAX#30673,StreetSiren DoubleDeck (Black),2.0,230.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101546,,2025-04-30T00:00:00,,3430.58,LAB1,1 HOURS LABOUR,4.5,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101546,,2025-04-30T00:00:00,,3430.58,MISC,Aluminium agle ,1.0,55.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101547,,2025-04-30T00:00:00,,184.8,CARD - SWBL83/45QAKSC,CARD - SWBL83/45QAKSC PADLOCK ,1.0,168.0,0,,GST,0,Job,,,,,
MBE POINT COOK,,,,,,,,,,JTW101548,,2025-05-01T00:00:00,,45.1,P2GSM,GSM ALARM MONITORING,1.0,45.1,0,,GST,0,Job,,,,,
New Plumbing Solutions ,,,,,,,,,,JTW101549,,2025-05-01T00:00:00,,96.01,P2GSMDOM,GSM ALARM MONITORING NEW PLUMBLING SOLUTIONS - NORTHCOTE - MPATH-TM029683 MP-C-S-12HMULTIPATH COMMERCIAL SINGLE SIM P02 Since 18/03/2019,2.0,43.64,0,,GST,0,Job,,,,,
Ausgroup Alliance,,,,,,,,,,JTW101550,,2025-05-01T00:00:00,,49.5,P2GSMDOM,GSM ALARM MONITORING AUS GROUP ALLIANCE - KEYSBOROUGH MPATH-TM020005 MP-C-S-12H MULTIPATH COMMERCIAL SINGLE SIM P02 Since 26/09/2017,1.0,45.0,0,,GST,0,Job,,,,,
DINEAMIC,,,,,,,,,,JTW101551,,2025-05-01T00:00:00,,45.65,P2GSM,GSM ALARM MONITORING,1.0,41.5,0,,GST,0,Job,,,,,
Marcel Harvey,,,,,,,,,,JTW101552,,2025-05-01T00:00:00,,37.62,P2GSM,GSM ALARM MONITORING TEMPLESTOWE PA-R-20M PARADOX RESIDENTIAL  Since15/12/2016,1.0,34.2,0,,GST,0,Job,,,,,
Locksmith Services ,,,,,,,,,,JTW101553,,2025-05-01T00:00:00,,55.0,P2GSMDOM,GSM ALARM MONITORING  ELITE WAY  Since 05/04/2019,1.0,50.0,0,,GST,0,Job,,,,,
Ultra Fine Foods Victoria Office,,,,,,,,,,JTW101554,,2025-05-01T00:00:00,,48.0,P2GSMDOM,GSM ALARM MONITORING,1.0,48.0,0,,GST,0,Job,,,,,
Teresa Congiu,,,,,,,,,,JTW101555,,2025-05-01T00:00:00,,541.2,P2GSM,GSM ALARM MONITORING GSM A0041326:CONGUI RESIDENCE - SILVERLEAVES MPATH-TU006462 MP-R-S-12H MULTIPATH RESIDENTIAL SINGLE SIM P02 Since 15/01/2020,12.0,41.0,0,,GST,0,Job,,,,,
Kilvington Grammar School,,,,,,,,,,JTW101556,,2025-05-01T00:00:00,,285.0,P2GSM,GSM ALARM MONITORING MONTHLY CHARGE LIELA RD CAMPUS AND SS/PVC CAMPUS,3.0,95.0,0,,GST,0,Job,,,,,
Palliative Care South East Ltd.,,,,,,,,,,JTW101557,,2025-05-01T00:00:00,,160.25,P2GSM,GSM ALARM MONITORING ,3.0,48.56,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101558,,2025-05-01T00:00:00,,220.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101558,,2025-05-01T00:00:00,,220.0,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101559,,2025-05-01T00:00:00,,338.8,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101559,,2025-05-01T00:00:00,,338.8,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101559,,2025-05-01T00:00:00,,338.8,DKMS2602SSS,DORMAKABA PRIMARY MORTICE LOCK (MS2600 SERIES),1.0,108.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101560,,2025-05-01T00:00:00,,220.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101560,,2025-05-01T00:00:00,,220.0,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101561,,2025-05-01T00:00:00,,220.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101561,,2025-05-01T00:00:00,,220.0,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101562,,2025-05-01T00:00:00,,220.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101562,,2025-05-01T00:00:00,,220.0,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101563,,2025-05-01T00:00:00,,220.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101563,,2025-05-01T00:00:00,,220.0,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101564,,2025-05-01T00:00:00,,220.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101564,,2025-05-01T00:00:00,,220.0,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101565,,2025-05-05T00:00:00,,1866.26,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101565,,2025-05-05T00:00:00,,1866.26,CARD - PD CYLINDER,pd cylinder ,3.0,176.4,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101565,,2025-05-05T00:00:00,,1866.26,CARD - SWBLSA5513QCP,Bilock Euro cylinder ,2.0,270.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101565,,2025-05-05T00:00:00,,1866.26,CARD - RCUT 5202,CARD - RCUT BI-LOCK,4.0,29.5,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101565,,2025-05-05T00:00:00,,1866.26,RA3000SS,"RA Series dimensions
BRAVA Metro RA Series Tiebolt Entrance Knob Set Adjustable Backset Satin Stainless Steel - RA3000SS",2.0,54.7,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101565,,2025-05-05T00:00:00,,1866.26,LAB1,1 HOURS LABOUR,3.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101566,,2025-05-05T00:00:00,,3564.7,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101566,,2025-05-05T00:00:00,,3564.7,CARD - SWBLA5590QAKSC,BI LOCK 570 CYLINDER ,6.0,165.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101566,,2025-05-05T00:00:00,,3564.7,CARD - SWBLSA5212,Fixed cam Euro Cylinder on Bi-Lock ,1.0,224.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101566,,2025-05-05T00:00:00,,3564.7,CARD - SWBL83/45QAKSC,CARD - SWBL83/45QAKSC PADLOCK ,6.0,168.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101566,,2025-05-05T00:00:00,,3564.7,CARD-SWBLA2501QAKSC,201 Bi-lock cylinder ,2.0,161.82,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101566,,2025-05-05T00:00:00,,3564.7,CARD - RCUT 5202,CARD - RCUT BI-LOCK,10.0,29.5,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101566,,2025-05-05T00:00:00,,3564.7,LAB1,1 HOURS LABOUR,3.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101567,,2025-05-05T00:00:00,,143.09,ABUS003,ABUS TYPE CORE ASSY 83/45 KA003,2.0,65.04,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101568,,2025-05-06T00:00:00,,4738.8,DH-SD3E405DB-GNY-A-PV1,DAHUA 4MP 5X TIOC PTZ CAMERA,3.0,558.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101568,,2025-05-06T00:00:00,,4738.8,INSTALL,INSTALLATION ,1.0,2000.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101568,,2025-05-06T00:00:00,,4738.8,FITTINGS,CONNECTORS/CABLE/CONDUIT,1.0,350.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101568,,2025-05-06T00:00:00,,4738.8,4GROUT, 4 PORT SWITCH POE ,1.0,189.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101568,,2025-05-06T00:00:00,,4738.8,MISC,POLE,1.0,95.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101569,,2025-05-06T00:00:00,,566.5,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101569,,2025-05-06T00:00:00,,566.5,3572SC,LOCKWOOD PRIMARY LOCK 3572 SC,1.0,115.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101569,,2025-05-06T00:00:00,,566.5,LAB1,1 HOURS LABOUR,3.0,100.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101570,,2025-05-06T00:00:00,,3097.32,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101570,,2025-05-06T00:00:00,,3097.32,UM150ZRIMBB6,SALTO   MINI AUS Model UM150 ,3.0,755.25,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101570,,2025-05-06T00:00:00,,3097.32,MINI60MM, D/LATCH 530-12 SC 60MM B/SET,3.0,40.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101570,,2025-05-06T00:00:00,,3097.32,ESCINSTALL ,SALTO ESCUTCHEON INSTALL inscluding freah fit latch ,3.0,110.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101571,,2025-05-06T00:00:00,,1017.78,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
