ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,InvoiceNumber,Invoice Date,Due Date,Total,InventoryItemCode,Description,Quantity,UnitAmount,LineAmount,AccountCode,TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,Status,LineAmountType
Vulcan Stainless,,,,,,,,,,00001171,01/09/2025,20/10/2025,4485.0,,.,1,4485.0,4485.0,211,BAS Excluded,0.0,,,,,,Draft,
Enterprise Recruitment,,,,,,,,,,00001380,23/01/2026,20/02/2026,5307.26,,.,1,5307.26,5307.26,246,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00001087,22/07/2025,20/08/2025,4511.45,,.,1,4511.45,4511.45,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00001088,31/07/2025,20/08/2025,4511.45,,.,1,4511.45,4511.45,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00000982,07/05/2025,20/06/2025,4540.2,,.,1,4540.2,4540.2,246,BAS Excluded,0.0,,,,,,Draft,
Braun Bond and Lomas,,,,,,,,,,00001070,31/07/2025,20/08/2025,4620.68,,.,1,4620.68,4620.68,376,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000628,08/11/2024,20/12/2024,4674.06,,.,1,4674.06,4674.06,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00001431,27/01/2026,20/02/2026,4720.75,,.,1,4720.75,4720.75,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00001151,08/08/2025,20/09/2025,4742.22,,.,1,4742.22,4742.22,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000410,13/06/2024,20/07/2024,4996.75,,.,1,4996.75,4996.75,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00000941,24/04/2025,20/05/2025,5031.15,,.,1,5031.15,5031.15,246,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00000983,21/05/2025,20/06/2025,5071.5,,.,1,5071.5,5071.5,246,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001291,04/11/2025,20/12/2025,5181.56,,.,1,5181.56,5181.56,211,BAS Excluded,0.0,,,,,,Draft,
Braun Bond and Lomas,,,,,,,,,,00001382,31/01/2026,20/02/2026,5288.18,,.,1,5288.18,5288.18,376,BAS Excluded,0.0,,,,,,Draft,
Enterprise Recruitment,,,,,,,,,,00001357,19/12/2025,20/01/2026,5300.93,,.,1,5300.93,5300.93,246,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000236,10/01/2024,20/02/2024,5497.37,,.,1,5497.37,5497.37,211,BAS Excluded,0.0,,,,,,Draft,
Accident Compensation Corporation,,,,,,,,,,00000445,12/07/2024,19/08/2024,5509.44,,.,1,5509.44,5509.44,285/00,BAS Excluded,0.0,,,,,,Draft,
3MI Engineering Ltd,,,,,,,,,,00000890,26/04/2024,20/05/2024,5555.08,,.,1,5555.08,5555.08,246,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000019,29/05/2023,30/06/2023,5589.0,,0.90mm sheet,1,5589.0,5589.0,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000633,27/11/2024,20/12/2024,5654.19,,.,1,5654.19,5654.19,211,BAS Excluded,0.0,,,,,,Draft,
Comfortech,,,,,,,,,,00000138,22/09/2023,20/10/2023,5744.25,,.,1,5744.25,5744.25,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000814,17/03/2025,20/04/2025,5752.35,,.,1,5752.35,5752.35,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00000984,28/05/2025,20/06/2025,5975.4,,.,1,5975.4,5975.4,246,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001000,11/06/2025,20/07/2025,6048.77,,.,1,6048.77,6048.77,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000957,23/05/2025,20/06/2025,6080.05,,.,1,6080.05,6080.05,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00001007,11/06/2025,20/07/2025,6080.05,,.,1,6080.05,6080.05,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00000981,05/06/2025,20/07/2025,6110.53,,.,1,6110.53,6110.53,246,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000352,12/04/2024,20/05/2024,6140.52,,.,1,6140.52,6140.52,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00001167,12/08/2025,20/09/2025,6327.3,,.,1,6327.3,6327.3,211,BAS Excluded,0.0,,,,,,Draft,
Accident Compensation Corporation,,,,,,,,,,00000785,12/02/2025,20/03/2025,6361.03,,.,1,3607.93,3607.93,285/00,BAS Excluded,0.0,,,,,,Draft,
Accident Compensation Corporation,,,,,,,,,,00000785,12/02/2025,20/03/2025,6361.03,,.,1,2753.1,2753.1,285/99,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00001203,30/09/2025,20/10/2025,6372.15,,.,1,6372.15,6372.15,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00001298,07/11/2025,20/12/2025,6372.15,,.,1,6372.15,6372.15,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000094,04/08/2023,20/09/2023,6664.25,,.,1,6664.25,6664.25,211,BAS Excluded,0.0,,,,,,Draft,
Accident Compensation Corporation,,,,,,,,,,00001072,12/07/2025,20/08/2025,6839.12,,.,1,6839.12,6839.12,285/00,BAS Excluded,0.0,,,,,,Draft,
Braun Bond and Lomas,,,,,,,,,,00001262,01/10/2025,20/11/2025,6936.27,,.,1,6936.27,6936.27,376,BAS Excluded,0.0,,,,,,Draft,
Highgrade Coatings,,,,,,,,,,00000161,31/10/2023,30/11/2023,6957.5,,.,1,6957.5,6957.5,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001022,27/06/2025,20/07/2025,7578.09,,.,1,7578.09,7578.09,211,BAS Excluded,0.0,,,,,,Draft,
Braun Bond and Lomas,,,,,,,,,,00001340,01/12/2025,20/01/2026,7664.23,,.,1,7664.23,7664.23,376,BAS Excluded,0.0,,,,,,Draft,
Accumen Shapes Limited,,,,,,,,,,00000690,16/12/2024,20/01/2025,7700.29,,.,1,7700.29,7700.29,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001038,16/06/2025,20/07/2025,7821.15,,.,1,7821.15,7821.15,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000967,21/05/2025,20/06/2025,7977.55,,.,1,7977.55,7977.55,211,BAS Excluded,0.0,,,,,,Draft,
Braun Bond and Lomas,,,,,,,,,,00000820,25/03/2025,20/04/2025,8037.26,,.,1,8037.26,8037.26,376,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001463,13/02/2026,20/03/2026,9052.31,,.,1,9052.31,9052.31,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000969,27/05/2025,20/06/2025,8265.69,,.,1,8265.69,8265.69,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000839,28/03/2025,20/04/2025,8466.21,,.,1,8466.21,8466.21,211,BAS Excluded,0.0,,,,,,Draft,
3MI Engineering Ltd,,,,,,,,,,00000888,22/04/2024,20/05/2024,8493.9,,.,1,8493.9,8493.9,246,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000562,26/10/2024,20/11/2024,9072.27,,.,1,9072.27,9072.27,211,BAS Excluded,0.0,,,,,,Draft,
Installation and Piping Services Ltd,,,,,,,,,,00001310,30/11/2025,20/12/2025,9401.25,,.,1,9401.25,9401.25,335,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000788,14/02/2025,20/03/2025,9537.13,,.,1,9537.13,9537.13,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001295,18/11/2025,20/12/2025,10723.15,,.,1,10723.15,10723.15,211,BAS Excluded,0.0,,,,,,Draft,
Braun Bond and Lomas,,,,,,,,,,00001301,01/11/2025,20/12/2025,10857.31,,.,1,10857.31,10857.31,376,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000408,19/06/2024,20/07/2024,11299.27,,.,1,11299.27,11299.27,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000556,07/10/2024,20/11/2024,13448.69,,.,1,13448.69,13448.69,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000775,25/02/2025,20/03/2025,14699.53,,.,1,14699.53,14699.53,211,BAS Excluded,0.0,,,,,,Draft,
Success Group,,,,,,,,,,00000120,02/10/2023,09/10/2023,16361.28,,.,1,16361.28,16361.28,456,BAS Excluded,0.0,,,,,,Draft,
Braun Bond and Lomas,,,,,,,,,,00001016,30/06/2025,20/07/2025,16740.18,,.,1,16740.18,16740.18,376,BAS Excluded,0.0,,,,,,Draft,
Accumen Shapes Limited,,,,,,,,,,00000446,17/07/2024,20/08/2024,17401.92,,.,1,17401.92,17401.92,211,BAS Excluded,0.0,,,,,,Draft,
Braun Bond and Lomas,,,,,,,,,,00000944,30/05/2025,20/06/2025,17483.67,,.,1,17483.67,17483.67,376,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001434,15/01/2026,20/02/2026,17553.29,,.,1,17553.29,17553.29,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001433,14/01/2026,20/02/2026,17654.63,,.,1,17654.63,17654.63,211,BAS Excluded,0.0,,,,,,Draft,
Accumen Shapes Limited,,,,,,,,,,00001266,24/10/2025,20/11/2025,18724.12,,.,1,18724.12,18724.12,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001084,01/07/2025,20/08/2025,22797.6,,.,1,22797.6,22797.6,211,BAS Excluded,0.0,,,,,,Draft,
Highgrade Coatings,,,,,,,,,,00000142,30/09/2023,30/10/2023,28405.0,,.,1,28405.0,28405.0,211,BAS Excluded,0.0,,,,,,Draft,
3MI Engineering Ltd,,,,,,,,,,00000884,20/05/2024,20/06/2024,30250.0,,.,1,30250.0,30250.0,246,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001083,29/07/2025,20/08/2025,35696.98,,.,1,35696.98,35696.98,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001293,04/11/2025,20/12/2025,44908.06,,.,1,44908.06,44908.06,211,BAS Excluded,0.0,,,,,,Draft,
